data,fold,depth,weight_seed,min_samples_leaf,min_samples_split,prediction_method,prediction_method_leaf,evaluation_method,mse_sum,mse,mse gap sum,mse gap,training_duration,use_brute_force,use_hashmaps,use_initial_solution
synthetic_illustrative_df_size_500_targets_5_seed_0,1,5,2,5,10,optimal,optimal,mse,0.3662913080054418,0.5197387133427609,-0.05309316313127336,0.005577875700084183,12.991894245147705,True,True,False
synthetic_illustrative_df_size_500_targets_5_seed_0,2,5,2,5,10,sklearn,sklearn,sklearn,0.5767353770338157,0.643227875018966,0.0,0.0,0.0,,,
synthetic_illustrative_df_size_500_targets_5_seed_0,2,5,2,5,10,mean,optimal,mse,0.5427840752283499,0.6458722909700224,-0.0588680756503604,0.004111165037706712,0.4080207347869873,True,True,False
synthetic_illustrative_df_size_500_targets_5_seed_0,2,5,2,5,10,optimal,optimal,mse,0.4953478129720689,0.6377644701864407,-0.141117689849941,-0.008493731451492669,13.068477630615234,True,True,False
synthetic_illustrative_df_size_500_targets_5_seed_0,3,5,2,5,10,sklearn,sklearn,sklearn,0.5171942083261386,0.630604656502489,0.0,0.0,0.0,,,
synthetic_illustrative_df_size_500_targets_5_seed_0,3,5,2,5,10,mean,optimal,mse,0.5201031499666935,0.6253770605772384,0.005624466774230638,-0.008289814975747708,0.3826904296875,True,True,False
synthetic_illustrative_df_size_500_targets_5_seed_0,3,5,2,5,10,optimal,optimal,mse,0.4399259381284969,0.588002537511073,-0.1493989471531687,-0.06755757121696393,13.432214975357056,True,True,False
synthetic_illustrative_df_size_500_targets_5_seed_0,4,5,2,5,10,sklearn,sklearn,sklearn,0.4598022245074801,0.49093461731573473,0.0,0.0,0.0,,,
synthetic_illustrative_df_size_500_targets_5_seed_0,4,5,2,5,10,mean,optimal,mse,0.44978822061069396,0.45573192465601187,-0.02177893747145895,-0.07170546019386317,0.4232029914855957,True,True,False
synthetic_illustrative_df_size_500_targets_5_seed_0,4,5,2,5,10,optimal,optimal,mse,0.3780884971924261,0.42263866126951477,-0.17771494559988732,-0.13911415825520568,12.96817922592163,True,True,False
synthetic_illustrative_df_size_500_targets_5_seed_1,0,5,0,5,10,sklearn,sklearn,sklearn,0.4242312610551898,0.19730258341350798,0.0,0.0,0.0,,,
synthetic_illustrative_df_size_500_targets_5_seed_1,0,5,0,5,10,mean,optimal,mse,0.41845238340777463,1.4761874562276862,-0.013621998607649512,6.481845552594126,0.4119899272918701,True,True,False
synthetic_illustrative_df_size_500_targets_5_seed_1,0,5,0,5,10,optimal,optimal,mse,0.46023588643364194,1.4267116982061125,0.0848702787458375,6.231084730482222,13.257892370223999,True,True,False
synthetic_illustrative_df_size_500_targets_5_seed_1,1,5,0,5,10,sklearn,sklearn,sklearn,0.35801141510027706,0.1972166628856678,0.0,0.0,0.0,,,
synthetic_illustrative_df_size_500_targets_5_seed_1,1,5,0,5,10,mean,optimal,mse,0.3613863411487964,1.1299177202290953,0.009426867150518251,4.729321770768129,0.3959078788757324,True,True,False
synthetic_illustrative_df_size_500_targets_5_seed_1,1,5,0,5,10,optimal,optimal,mse,0.40770145267024654,1.2484651958187603,0.13879456205621704,5.3304245064857,13.476662397384644,True,True,False
synthetic_illustrative_df_size_500_targets_5_seed_1,2,5,0,5,10,sklearn,sklearn,sklearn,0.36624808959122457,0.18939538347839355,0.0,0.0,0.0,,,
synthetic_illustrative_df_size_500_targets_5_seed_1,2,5,0,5,10,mean,optimal,mse,0.36250256877295234,1.267811454542035,-0.010226731346101126,5.69399343984891,0.4310417175292969,True,True,False
synthetic_illustrative_df_size_500_targets_5_seed_1,2,5,0,5,10,optimal,optimal,mse,0.4628467350784807,1.3358388098570664,0.2637519436485564,6.053175137235911,14.145519971847534,True,True,False
synthetic_illustrative_df_size_500_targets_5_seed_1,3,5,0,5,10,sklearn,sklearn,sklearn,0.4477210127510027,0.20657879177772687,0.0,0.0,0.0,,,
synthetic_illustrative_df_size_500_targets_5_seed_1,3,5,0,5,10,mean,optimal,mse,0.435915112013091,1.341317732726858,-0.026368877943366568,5.493007927793862,0.4213101863861084,True,True,False
synthetic_illustrative_df_size_500_targets_5_seed_1,3,5,0,5,10,optimal,optimal,mse,0.6072872490998413,1.3779041412115247,0.35639657689593507,5.670114242386082,13.244759321212769,True,True,False
synthetic_illustrative_df_size_500_targets_5_seed_1,4,5,0,5,10,sklearn,sklearn,sklearn,0.5315408887755968,0.24489330426964745,0.0,0.0,0.0,,,
synthetic_illustrative_df_size_500_targets_5_seed_1,4,5,0,5,10,mean,optimal,mse,0.5320934520061126,1.3940220340078262,0.0010395498110946971,4.692364836863382,0.4144620895385742,True,True,False
synthetic_illustrative_df_size_500_targets_5_seed_1,4,5,0,5,10,optimal,optimal,mse,0.5117689395427939,1.4512671644319297,-0.03719741914558546,4.926120229216093,13.356171131134033,True,True,False
synthetic_illustrative_df_size_500_targets_5_seed_1,0,5,1,5,10,sklearn,sklearn,sklearn,0.08782695393585112,0.19730258341350798,0.0,0.0,0.0,,,
synthetic_illustrative_df_size_500_targets_5_seed_1,0,5,1,5,10,mean,optimal,mse,0.08663029142572809,1.274047531332749,-0.0136252307121692,5.457328177313281,0.43968892097473145,True,True,False
synthetic_illustrative_df_size_500_targets_5_seed_1,0,5,1,5,10,optimal,optimal,mse,0.10156991021118858,1.2030099185009662,0.15647766043867728,5.0972841697652305,13.491966962814331,True,True,False
synthetic_illustrative_df_size_500_targets_5_seed_1,1,5,1,5,10,sklearn,sklearn,sklearn,0.07798009935971889,0.1972166628856678,0.0,0.0,0.0,,,
synthetic_illustrative_df_size_500_targets_5_seed_1,1,5,1,5,10,mean,optimal,mse,0.07798874265941264,0.9718142339673482,0.00011083981380779589,3.92764769339362,0.42284202575683594,True,True,False
synthetic_illustrative_df_size_500_targets_5_seed_1,1,5,1,5,10,optimal,optimal,mse,0.08917408569033655,1.0514133917881356,0.14354926991026618,4.331260434102723,13.898628234863281,True,True,False
synthetic_illustrative_df_size_500_targets_5_seed_1,2,5,1,5,10,sklearn,sklearn,sklearn,0.0780274865090912,0.18939538347839355,0.0,0.0,0.0,,,
synthetic_illustrative_df_size_500_targets_5_seed_1,2,5,1,5,10,mean,optimal,mse,0.07678705475294409,1.0989674808809322,-0.015897369140586003,4.802504056316154,0.548168420791626,True,True,False
synthetic_illustrative_df_size_500_targets_5_seed_1,2,5,1,5,10,optimal,optimal,mse,0.08363398589639567,1.1712975498030935,0.07185287695575376,5.184403908328191,13.836479187011719,True,True,False
synthetic_illustrative_df_size_500_targets_5_seed_1,3,5,1,5,10,sklearn,sklearn,sklearn,0.08891577253978014,0.20657879177772687,0.0,0.0,0.0,,,
synthetic_illustrative_df_size_500_targets_5_seed_1,3,5,1,5,10,mean,optimal,mse,0.08643538142741514,1.1437665779005413,-0.027895963129098377,4.536708623657761,0.41412997245788574,True,True,False
synthetic_illustrative_df_size_500_targets_5_seed_1,3,5,1,5,10,optimal,optimal,mse,0.11653471767058625,1.0888130078185014,0.3106191887209846,4.2706911413734785,13.404499769210815,True,True,False
synthetic_illustrative_df_size_500_targets_5_seed_1,4,5,1,5,10,sklearn,sklearn,sklearn,0.11165698273452987,0.24489330426964745,0.0,0.0,0.0,,,
synthetic_illustrative_df_size_500_targets_5_seed_1,4,5,1,5,10,mean,optimal,mse,0.11162035826006526,1.215170553822239,-0.00032800881384805126,3.9620407444224663,0.41102147102355957,True,True,False
synthetic_illustrative_df_size_500_targets_5_seed_1,4,5,1,5,10,optimal,optimal,mse,0.11293931508795184,1.2213957820120176,0.011484569276520569,3.9874609093728486,13.675621747970581,True,True,False
synthetic_illustrative_df_size_500_targets_5_seed_1,0,5,2,5,10,sklearn,sklearn,sklearn,0.20423362965537617,0.19730258341350798,0.0,0.0,0.0,,,
synthetic_illustrative_df_size_500_targets_5_seed_1,0,5,2,5,10,mean,optimal,mse,0.20287454736248187,0.898729054532833,-0.006654547026303254,3.5550800145848624,0.42852163314819336,True,True,False
synthetic_illustrative_df_size_500_targets_5_seed_1,0,5,2,5,10,optimal,optimal,mse,0.19512331922198287,0.8670013489069273,-0.04460729826310213,3.3942726643870667,13.734846115112305,True,True,False
synthetic_illustrative_df_size_500_targets_5_seed_1,1,5,2,5,10,sklearn,sklearn,sklearn,0.180966830341438,0.1972166628856678,0.0,0.0,0.0,,,
synthetic_illustrative_df_size_500_targets_5_seed_1,1,5,2,5,10,mean,optimal,mse,0.1809668303542021,0.730837623254323,7.053278941867287e-11,2.7057600131790625,0.4164721965789795,True,True,False
synthetic_illustrative_df_size_500_targets_5_seed_1,1,5,2,5,10,optimal,optimal,mse,0.2245870252189096,0.763798396620314,0.2410397242144954,2.8728897723166016,14.011574029922485,True,True,False
synthetic_illustrative_df_size_500_targets_5_seed_1,2,5,2,5,10,sklearn,sklearn,sklearn,0.19868460781564387,0.18939538347839355,0.0,0.0,0.0,,,
synthetic_illustrative_df_size_500_targets_5_seed_1,2,5,2,5,10,mean,optimal,mse,0.19837028244569954,0.8156316647175975,-0.0015820318111203996,3.306502353636543,0.43212246894836426,True,True,False
synthetic_illustrative_df_size_500_targets_5_seed_1,2,5,2,5,10,optimal,optimal,mse,0.1940520060314912,0.8419020248145854,-0.023316359707397098,3.445208797344475,13.790965795516968,True,True,False
synthetic_illustrative_df_size_500_targets_5_seed_1,3,5,2,5,10,sklearn,sklearn,sklearn,0.2281204796724425,0.20657879177772687,0.0,0.0,0.0,,,
synthetic_illustrative_df_size_500_targets_5_seed_1,3,5,2,5,10,mean,optimal,mse,0.22614032151281185,0.8624998850785109,-0.008680317358941007,3.175161824000487,0.44138193130493164,True,True,False
synthetic_illustrative_df_size_500_targets_5_seed_1,3,5,2,5,10,optimal,optimal,mse,0.21300604286632058,0.8462746915732744,-0.06625637833054139,3.0966194268569582,13.719523191452026,True,True,False
synthetic_illustrative_df_size_500_targets_5_seed_1,4,5,2,5,10,sklearn,sklearn,sklearn,0.2637073589021981,0.24489330426964745,0.0,0.0,0.0,,,
synthetic_illustrative_df_size_500_targets_5_seed_1,4,5,2,5,10,mean,optimal,mse,0.2637073588419414,0.8579125280126837,-2.2849832017794834e-10,2.5032094102011553,0.40975379943847656,True,True,False
synthetic_illustrative_df_size_500_targets_5_seed_1,4,5,2,5,10,optimal,optimal,mse,0.21316559455314146,0.8549117712017354,-0.1916585284516129,2.4909560869839384,13.63072943687439,True,True,False
