X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,y1,y2,y3,y4,y5
0.6,0.6,0.5,0.2,0.5,0.0,1.0,0.3,0.9,0.9,0.7,0.0,-0.22906401127358317,1.3647832257851387,1.2197360612115307,2.221047157387821,2.1470020434867285
1.0,0.4,0.1,0.3,0.5,0.7,0.6,0.2,0.7,0.3,0.4,0.9,-0.22776885691257803,1.129900636794268,1.1867679378132865,0.623449810818838,0.18296757544694053
0.7,0.0,0.0,0.1,0.8,0.3,0.5,1.0,0.0,0.1,1.0,0.1,-1.4817537812334043,2.22972834847128,2.2465891809657457,1.8037272187159261,1.4806892791129884
0.3,0.7,0.9,0.3,0.7,0.0,0.2,0.4,1.0,0.4,0.6,0.0,0.301209373329396,0.5275988731706924,0.8465913458233327,0.5576199875450736,0.5759265788055054
0.1,0.7,0.6,0.5,0.5,0.7,0.3,0.6,0.8,0.8,0.2,1.0,0.6039652287961447,0.3509451364521184,0.3986948355596024,4.755187493659388,4.672205222300304
0.1,0.0,0.8,0.7,0.7,0.0,0.4,0.8,0.0,0.4,0.5,0.7,-1.3012968305082147,2.2075163226010126,2.3049255486494555,1.5842896201853307,1.332191197579109
0.2,0.4,0.9,0.7,0.5,0.0,0.4,0.9,0.4,0.0,0.2,0.5,0.23402804573639208,0.6621824993605153,0.5339024491984647,3.4303974052380095,3.0226458370947333
0.5,0.3,0.0,0.0,0.1,0.9,0.9,0.2,0.1,0.0,0.1,0.6,-1.0169473044521136,1.9603763912511518,1.9474160901633886,0.49875616532195194,0.30254888954243403
0.3,0.4,0.3,0.6,0.4,0.2,0.3,0.6,0.3,0.3,0.8,0.1,0.8924862745148557,0.19427652825159036,0.34691021853119675,2.336380997642537,2.205391949096657
0.3,0.3,0.1,0.5,0.3,0.6,0.4,0.8,0.5,0.7,1.0,1.0,-0.5224929554167171,1.472367781438087,1.5361868519447235,5.446668069297558,5.373979143306908
0.1,1.0,0.8,0.2,0.0,0.0,0.4,0.2,0.1,0.2,0.2,0.3,0.9798272918000781,-0.05787540586728101,-0.19683922922798672,-0.6718429673799309,-0.9884311339477457
0.4,1.0,0.7,0.5,0.1,1.0,0.3,0.1,0.0,0.1,0.4,1.0,1.5973852217492792,-0.49405216547969666,-0.43846530599887157,1.9642385617098865,1.8639093989742963
1.0,0.0,1.0,0.2,0.1,0.3,0.1,0.4,0.7,0.5,0.6,0.9,0.19911301655802455,0.8280372099328196,0.7516872621093182,1.0989526270935701,0.9670287286266351
0.2,0.5,1.0,0.2,0.2,0.1,0.3,0.8,0.3,0.0,0.7,0.3,1.2790356415614206,-0.11914052017443612,-0.3135945481998166,2.645110418540251,2.3298649432851084
0.8,0.2,0.4,0.3,0.1,0.6,1.0,1.0,0.5,1.0,0.8,0.4,-2.6300137705152182,3.50661067290666,3.3047533742151494,2.9719916506367783,3.0794089929130735
0.3,0.6,0.5,0.3,0.7,0.8,0.8,1.0,0.3,0.7,0.8,0.5,-0.7651350771975588,1.70106647782294,1.6077016783573532,2.529504336700646,2.2859142554948413
0.7,0.2,0.7,0.8,0.0,0.7,0.4,0.8,0.4,0.4,1.0,0.0,-1.1901203571283725,2.125728200362436,1.859799837719648,4.036853598239123,3.628013704267876
0.4,1.0,0.8,0.0,0.0,0.4,0.7,0.3,0.7,0.7,0.2,0.2,0.5212862240485905,0.6653677056164983,0.3446446559330219,2.5355679893022187,2.367826271988623
0.1,0.7,0.0,0.7,0.5,0.9,0.7,0.1,0.1,0.2,0.4,0.1,0.1145063855829228,0.8202976073954835,0.9479980288371985,0.567823600513392,0.5098186386102853
0.4,0.5,0.8,0.2,0.1,0.6,0.3,0.0,0.3,0.9,0.5,0.1,0.6011059498927223,0.1585535516204694,-0.03981604566378691,-0.8923619497070745,-1.2780378126702747
0.3,0.7,0.1,0.1,0.7,0.9,0.4,0.2,0.0,0.3,0.2,0.4,0.012432199684352913,0.7900713511902588,0.8014469696058126,-1.307820937814463,-1.7711665685103675
0.0,0.0,1.0,0.9,0.3,0.8,0.3,0.0,0.4,0.4,0.0,0.2,0.87221155543021,0.08165101396104772,0.10567402447533544,0.3126492211157092,0.23464970850625305
0.5,0.5,0.8,0.2,0.7,0.3,0.6,0.1,0.0,0.2,0.2,0.5,1.2246123963140387,-0.08213940742498455,-0.399836530872862,-1.3524092158950656,-1.6117221016285452
0.5,0.1,1.0,0.2,0.8,0.7,0.3,0.7,0.3,0.1,0.0,0.1,-1.0889022420825267,1.9183457713208791,1.9235216812841083,1.7635260431118647,1.4087821015978705
0.0,0.8,0.8,1.0,0.5,0.3,1.0,1.0,0.3,0.1,0.0,0.6,-0.9783028770902698,1.915568624971646,1.9978318341083554,3.9895408946418587,3.8921853732994056
0.1,0.6,0.9,0.5,1.0,0.7,0.0,0.1,0.4,0.9,0.5,0.1,1.2455148266688902,-0.12223368115450009,-0.2544212475809555,-1.0556020107028603,-1.2268582160022654
0.6,1.0,0.5,0.4,0.4,0.4,0.7,0.2,0.2,0.6,0.5,1.0,-0.9829941298083502,1.937544979612545,1.7951645324506667,0.6784769821194861,0.21232981724003536
0.3,0.0,0.8,0.8,0.1,0.8,0.7,0.5,0.7,0.9,0.4,0.0,0.10512346905087278,0.9006105189875421,0.9815977055591795,2.372563851217052,2.4852235340456548
0.7,0.2,0.3,0.9,0.5,0.4,0.0,1.0,0.4,0.5,1.0,0.8,-0.7033298149791869,1.8164514642888367,1.6489886568805059,3.1027914632509894,2.6274705884705254
0.1,0.4,0.8,0.0,0.1,0.1,0.8,0.9,0.4,0.9,0.0,0.3,-0.3990547765279749,1.5051287843178793,1.400760272770904,2.4425405984388995,2.333699339767063
0.0,0.7,0.0,0.8,0.1,0.2,0.8,0.5,0.8,0.2,0.1,0.3,0.06647366432674642,0.9904097442317054,0.6999679165589076,3.5498309216304134,3.448492335361329
0.5,0.0,0.2,0.5,0.8,0.6,0.2,0.7,0.7,0.1,1.0,0.8,-0.09620825856045784,1.2779490538955085,0.967541924492541,5.0425398467993015,4.650358683662442
0.4,0.9,1.0,0.3,0.3,0.2,0.9,0.0,0.4,0.6,0.4,0.3,1.1713939702355856,0.14324326513067376,-0.09455716740909845,1.3503029431803109,0.9613977833526273
0.2,0.3,0.1,0.1,0.2,0.7,0.2,0.7,0.0,0.1,0.8,0.0,-0.369549492403513,1.412154687128474,1.1210547873448349,2.164491970426878,1.987776899047018
0.5,0.2,0.8,0.0,0.4,0.0,0.3,0.8,0.1,1.0,0.6,0.4,-2.0548421545537514,2.9676019330884946,2.910830054713423,0.696506508204543,0.5736049770934024
0.6,1.0,0.9,0.6,0.4,0.7,0.2,0.9,0.8,0.0,0.8,0.6,0.35895239803730583,0.49869636758110925,0.5381907002642906,7.664836590037721,7.672205543144565
0.2,0.6,0.9,0.5,0.3,0.7,0.8,0.3,0.8,0.8,0.9,0.9,0.38072702943754555,0.7002722666106671,0.4457395173459914,5.2163655659578545,5.0173210723900965
0.4,1.0,1.0,0.4,0.1,0.0,0.7,0.6,0.2,0.1,0.0,0.6,0.46128045599166767,0.46482085394686695,0.33349379839654464,3.0629788713362833,2.765569959797214
1.0,0.1,0.6,0.7,0.1,0.5,0.2,0.0,0.2,0.6,0.6,0.3,0.1571873624511747,0.7744930439573237,0.7109299464116776,1.8289007910372495,1.901745981368049
0.5,0.4,0.7,0.3,1.0,0.2,0.6,0.9,0.1,0.5,0.1,0.9,-0.467550313577476,1.292029455315074,1.0368694926176958,0.6422675101096491,0.759538605023909
0.3,0.1,0.0,0.7,0.3,0.9,0.6,0.4,0.4,0.3,0.5,0.4,-1.3675361167203872,2.200131157745335,2.233378460624286,0.5833055048132748,0.3068696730505451
0.4,0.9,0.0,0.0,0.9,0.5,0.0,0.6,0.3,0.8,0.9,1.0,-0.8761479862815379,1.993554840350036,1.7026773864072036,2.7951287847279103,2.7753580493767216
0.6,0.2,0.1,0.7,0.7,0.6,0.7,1.0,0.5,0.9,0.8,0.8,-2.1756236628470345,3.0791940291877644,3.081973484872029,4.611444275625041,4.422739576613655
0.1,0.4,0.6,0.4,0.2,0.7,0.8,0.5,0.7,0.9,0.9,0.6,1.48361255587435,-0.5038814110295049,-0.6625791227613879,3.5404134568108585,3.3524610387098086
0.9,0.9,0.3,0.9,0.3,1.0,0.7,0.2,0.8,0.1,0.3,0.2,1.0967675424984156,0.024355938481422854,0.020681841886552005,4.53192618749188,4.152288057442026
0.1,0.7,1.0,1.0,0.8,0.7,0.5,0.7,1.0,0.7,0.1,0.5,-0.595250635187423,1.3704981194652663,1.6145672444884684,5.425370686778028,5.332859410978374
0.6,0.5,0.8,0.8,0.1,0.5,0.2,0.9,0.5,0.1,0.8,0.1,0.5001069436202841,0.34085552773462685,0.2629467616222247,5.260651686004645,4.570170600268537
1.0,0.7,0.8,0.5,0.0,0.1,0.9,0.5,0.1,0.4,1.0,0.9,-0.6771411266736059,1.6447718907056017,1.628543696847094,3.643508453900245,3.706182421202422
0.8,0.2,0.8,0.3,0.3,1.0,0.7,0.4,0.8,0.3,0.3,0.1,-0.6258304210168182,1.6739385447579225,1.5926278191950736,2.0760846976883545,1.8885249079836535
0.7,0.5,0.5,0.7,1.0,0.7,0.3,1.0,0.2,0.1,0.2,0.9,-0.865176816610618,1.8655215535297351,1.8642661818895254,2.7541917009257677,2.5963979317503374
0.5,0.8,0.8,0.8,0.2,0.2,1.0,0.8,0.4,0.1,0.1,1.0,-1.4904594282244084,2.4695316690849327,2.6366294708829052,5.692349669310117,5.664805031816836
0.0,1.0,0.2,1.0,0.1,0.7,0.0,1.0,0.2,0.9,0.3,0.4,-0.07821457254103203,0.7138209186808064,0.8309572841061464,1.6104657817877106,1.404018060121158
0.9,1.0,0.3,0.0,0.0,0.6,0.4,0.3,0.3,0.1,0.0,0.7,-0.2087403022561597,1.2831967317816921,0.9630301397671821,2.2383453093020127,1.8318142776225574
0.8,0.6,0.2,0.8,0.8,0.9,0.6,0.4,0.1,0.8,0.5,0.4,-0.6065767944857112,1.792019063565089,1.5742299569707965,0.4604925717052138,0.2699535394913672
0.3,0.5,0.7,0.6,1.0,0.6,0.9,0.3,0.3,0.2,0.7,0.3,0.8993531870310881,0.12402658513211808,0.08993264161907162,1.94054056743934,1.8430803005146277
0.9,0.9,0.5,0.9,0.8,0.3,1.0,0.8,0.5,0.9,0.0,0.7,-2.124978976213805,3.0883405494494722,2.9988601190327335,4.015695656499754,3.754606386339549
0.0,0.1,0.6,0.6,1.0,0.4,1.0,0.5,0.7,1.0,0.6,0.0,0.041835289667371475,0.980565782403956,0.8324713676168874,1.7194223744787196,1.7104943112325417
