X1,X2,X3,X4,X5,X6,X7,X8,X9,y1,y2,y3,y4,y5
0.6,0.7,0.9,0.5,0.4,0.9,1.0,0.5,0.2,-0.4305018553321306,1.3324157523385025,1.0944171987742917,2.944595933608596,2.8118201293438334
0.5,0.6,0.6,0.8,1.0,0.7,0.7,0.7,0.2,-1.1178401097994082,2.357473218239388,2.0822124776441644,1.9211840358842907,1.7312172959202605
0.6,0.0,0.5,0.2,0.1,1.0,0.8,0.5,0.9,-0.26726885391170496,1.428078729562078,1.550223201861877,3.5282530233285323,3.466425261762359
0.4,0.9,0.1,0.2,0.0,1.0,0.4,0.7,0.0,-0.9202345236852926,2.037823102728288,1.9498253477010075,3.500116067034859,3.214513829241821
0.6,0.2,0.4,0.3,0.6,0.7,0.6,0.3,0.0,0.007942589874701866,0.9347963663216531,0.7331123554139596,2.5754205995732997,2.3563257431335516
0.6,0.4,0.7,0.6,0.2,1.0,0.9,1.0,0.5,-1.7639079246530407,2.62454838177667,2.5618577086140237,2.9765654976699505,2.8136706444811077
0.9,0.9,0.9,0.8,0.6,0.4,0.2,1.0,0.9,0.5909519867574675,0.5492150662267266,0.423872402230976,2.37700477729263,2.0988423930210383
0.4,0.0,0.0,0.3,1.0,0.4,0.9,0.3,0.9,1.0771786378418602,-0.14066825263350394,-0.138950876964686,2.8392750590044575,2.468363255664404
0.1,0.2,0.5,0.4,0.0,0.8,0.2,0.3,0.9,-0.6774953023315563,1.9534506207557067,1.5155342580068205,1.8745786897742367,1.4163837162284503
0.9,0.4,0.4,0.8,0.2,0.1,0.6,0.3,0.8,1.7128505624030261,-0.5673048026308913,-0.5939761773822569,1.8299246628670942,1.5331839690911013
0.9,0.7,0.0,0.5,0.2,0.2,1.0,1.0,1.0,1.0397590473639273,0.03253524083190672,-0.12875241762623482,3.689163475610487,3.5290092992242856
0.8,0.5,1.0,0.0,0.5,0.9,0.8,1.0,0.6,-0.44639781265346834,1.2269178854103768,1.306158107881005,2.979708516927768,2.6579126289332455
0.6,0.0,0.4,0.7,0.3,0.0,0.1,0.6,1.0,2.549349938111168,-1.5237915119982233,-1.7081072567841764,0.8119906871312925,0.6538053739697826
0.0,0.6,0.1,0.6,0.4,0.2,0.5,0.4,0.6,0.49341880251886217,0.40495715329040705,0.1920170948967027,0.7311876487913058,0.6535113936389778
0.2,0.9,0.2,0.7,0.5,0.0,0.7,1.0,0.8,1.2090282744650247,-0.3361735931679372,-0.34299793007413365,1.5253719690784282,1.2353024759995983
0.8,0.8,0.0,0.7,0.2,0.0,0.7,0.1,1.0,1.3548172401378589,-0.43350586231107235,-0.4886792501303896,2.523490038493528,2.535261657578235
0.1,1.0,0.9,0.5,0.1,0.5,0.9,1.0,0.6,-0.06398711927177222,0.9978852779281246,0.9392838179960776,3.7748671645730676,3.475628523008446
0.4,0.9,0.8,0.7,1.0,0.5,0.1,1.0,0.8,-0.5289069170854808,1.5330679638750468,1.5489449221266898,2.2944860779637444,2.066881343454026
0.0,0.5,0.3,0.9,0.0,0.4,0.8,0.6,0.2,1.67592011851613,-0.8324121979271257,-0.7808841417234179,2.2708436598956854,2.1067884247620556
0.4,0.3,1.0,0.2,0.0,0.0,0.4,1.0,1.0,1.80968559587525,-0.7242605789677113,-0.9208044454265987,3.9087798738947694,3.436060919523676
0.2,0.5,0.0,0.0,0.3,0.8,0.5,0.3,0.1,-0.7298396126935704,1.6205148821115718,1.7009196002419653,1.3840729099965434,1.011398952737005
0.4,0.7,0.3,0.2,0.2,1.0,0.2,0.6,0.6,0.32893715626395326,0.8326123173751546,0.7188055586969088,2.3210128055595876,2.164374201894495
1.0,0.0,1.0,0.1,0.5,1.0,0.6,0.5,0.8,0.4494657456177078,0.4941017207559803,0.3729282992183239,3.29907192926514,3.045517704838898
0.8,0.5,0.5,0.7,0.5,0.9,0.1,0.3,0.9,-1.3665508821987444,2.64584772645182,2.413726796465423,0.6762619092348376,0.37200620856903543
0.3,0.3,0.3,0.6,0.1,0.3,0.0,0.5,0.0,1.61968570393623,-0.39619050518333626,-0.6067466957275582,2.0755180118065195,1.6968627341148916
0.5,0.2,0.7,0.6,0.4,1.0,0.0,0.2,0.4,-1.499502065532878,2.4877900577834535,2.474136922100763,0.737554041588199,0.50798388936584
0.8,0.7,0.6,0.7,0.7,1.0,1.0,0.1,0.7,-1.6774535526735619,2.9052752999874976,2.9314868023530436,3.7190229386169467,3.209695698219173
0.7,0.3,0.8,0.3,0.0,0.6,0.3,0.0,0.6,-0.4660642724059362,1.3762816200377193,1.1978189968240274,3.5085509724753847,3.276336333791055
0.5,0.9,0.6,0.4,0.6,0.6,0.2,0.2,0.4,-1.5429116567755412,2.4217868975792656,2.3535665347504144,2.4103655967561846,2.1103646361992534
1.0,0.1,0.2,0.3,0.9,0.3,0.6,0.7,0.0,2.2431643093842712,-1.3949622015230452,-1.4019576559994713,4.000769895354191,4.223274281858888
0.3,0.3,0.6,0.8,1.0,0.6,0.5,0.1,0.3,-0.27028100717861875,1.1985781411117105,1.0307000109384632,2.1372859067492396,1.8429360282250447
0.2,0.6,0.3,1.0,0.6,0.7,0.2,0.8,0.0,-0.05737672447457329,1.1217212102721634,1.1260899568481761,0.977233020813177,0.696916779080603
0.1,0.8,0.6,0.0,0.0,0.1,0.2,0.7,0.7,0.033551549352038634,0.9219202820189792,0.9037573090111511,2.3582797167839593,1.961764959545673
0.4,0.4,1.0,0.0,0.1,0.0,0.8,0.5,0.6,1.3756645042739344,-0.4034268672003922,-0.37504769189855325,3.80486854140493,3.4804338741397944
0.2,0.5,0.4,0.3,0.0,0.6,0.2,0.1,0.9,0.44549791354348034,0.7518997856682488,0.5998317468066794,3.0032512711771893,2.9171469540081114
0.4,0.4,0.0,0.9,0.8,0.7,0.7,0.6,0.1,-0.3610324030825074,1.5911285605187437,1.189997018973299,2.4172309020804086,2.336829956504236
1.0,0.7,0.2,0.4,0.5,0.6,0.7,0.2,0.0,1.1616177029120853,-0.031154834623323975,-0.17357711501707268,3.4003024144453646,3.2578944461591486
0.5,0.2,0.7,0.9,0.9,0.7,0.1,0.1,0.4,-0.8898106215553565,1.7982654655548553,1.7485960944143188,1.7743061540100742,1.489277927416858
0.6,0.5,0.6,0.4,0.1,0.1,0.5,0.1,0.2,0.08544401097310525,0.9841834616073485,0.6615152714758201,3.6062759672534344,3.5419568591441735
0.6,0.2,0.3,0.3,0.2,0.3,0.0,1.0,0.0,1.866175278984826,-0.8185967934943594,-0.8957974219320509,2.573869163529392,2.4103903223689103
0.1,0.5,0.0,0.5,0.8,0.8,0.0,0.0,0.0,-1.6095195219568326,2.5724204756447047,2.4282613829883823,2.387297868009115,2.275531741468531
0.9,0.8,0.5,0.9,0.3,0.4,0.0,0.9,0.8,-0.008981204906331364,1.1592665167756975,1.139519610264896,1.2872778133528922,1.132018014613537
0.6,0.3,1.0,0.9,0.9,0.0,0.8,0.1,0.6,1.7969653517503372,-0.8317132987642912,-1.1250232146528212,2.9755183262132507,3.115194748400528
0.6,0.1,0.3,0.7,0.3,0.2,0.3,0.0,1.0,2.3678109554827556,-1.4270161117970181,-1.2979515877093475,0.2647298676277639,0.2590447178662834
0.2,0.8,1.0,0.2,0.9,0.0,0.1,0.3,0.9,0.8610049866205436,0.1437549038739958,-0.15477109955805113,3.249648213240298,2.9555527354846354
0.4,0.8,0.8,0.8,0.2,0.8,0.6,0.4,0.9,-0.9570207286473669,2.069433209740307,2.0211336937057145,1.2244261822222422,0.966420885214727
0.0,1.0,0.5,1.0,0.5,0.6,0.1,0.7,0.6,-0.6234823196090729,1.5775290259030643,1.6525031989001238,0.45060224752697114,-0.04934395908186233
0.5,0.7,0.1,0.9,0.7,0.5,0.6,0.7,0.6,0.08992658977237956,1.0179457724665253,0.8995386397468319,1.7424208409406094,1.6468361483629734
1.0,0.7,0.5,0.6,0.8,0.7,0.4,0.2,1.0,-0.432777504874535,1.48554573789631,1.4636305282645252,3.3395040524645196,3.3516742874473304
0.4,0.0,0.0,0.3,0.5,0.9,0.0,0.3,0.6,-1.012339853026152,2.0275936157437853,1.7988585968927815,0.7952412622742727,0.5670338605814846
0.5,0.1,1.0,0.1,0.8,0.4,0.7,0.0,0.1,0.97089414411433,-0.02679434738787385,-0.06488119367543564,3.794335444395967,3.6158092529794703
0.7,0.1,0.5,0.4,1.0,0.5,0.6,1.0,0.2,0.45381712635486765,0.7583482487863382,0.5508533660748329,3.791345033889428,3.535607111071993
0.5,1.0,0.3,0.9,0.3,0.9,0.5,0.1,0.9,0.488664202218597,0.7970317895258945,0.45855455664243916,0.8943745564563167,0.8991822129143737
0.7,0.7,0.0,0.8,0.6,0.1,0.2,0.0,1.0,0.4632932925607313,0.41238757006061433,0.22516013111781724,1.3513543133321984,1.137926409804791
0.4,0.4,0.6,0.1,0.0,0.9,0.4,0.9,0.3,-1.8376289679515938,3.000209700854647,2.8724771733141234,3.185032987938889,3.139152638724256
0.0,1.0,0.5,0.1,0.1,0.9,0.6,1.0,0.0,-1.224632207658465,2.2921270445603383,2.0716366675470876,3.6044618066814946,3.397582435778312
0.2,0.8,1.0,0.3,0.7,0.2,0.5,0.6,0.0,1.5079663252260835,-0.4837990177309387,-0.2424361395490624,3.7201127570788364,3.801043253542545
0.4,0.2,0.3,0.1,0.0,0.5,0.7,0.0,0.2,1.2001133762902727,-0.36249229792893933,-0.22403428857138064,3.13962585670435,2.9830863984815155
0.2,1.0,0.0,0.9,0.5,0.1,0.1,0.6,0.3,0.4716547746510762,0.606615246583299,0.41791460181749784,0.5864520177566306,0.5046225060046597
0.2,0.1,0.1,0.2,0.7,0.5,0.2,0.9,0.4,-0.1396274975775017,1.1292492925692736,0.9658767054870999,2.8945153053943735,2.536477896315856
0.7,0.3,0.5,0.0,0.2,0.1,0.4,0.9,0.4,0.6829947224280712,0.15933029409872565,0.0293571535616486,2.716692640499147,2.520629314753259
0.6,0.9,0.3,1.0,0.8,0.8,0.7,0.1,0.8,0.02463771148129698,0.6631571380135812,0.7037612522851804,2.5236360596151233,2.3508008751279967
1.0,0.7,0.8,0.9,0.2,0.2,0.5,1.0,0.5,0.7990283657286935,0.18207825749698767,-0.12440398337417946,2.694984056564161,2.4818650110612315
0.3,0.5,0.9,1.0,0.2,0.7,0.4,0.1,0.6,-0.01997275787016574,0.8875634330945732,0.798408836953486,1.505700734828638,1.2188414875843032
0.9,0.8,0.1,0.8,0.1,0.6,0.2,0.6,0.1,0.07145359795565807,1.0397486676133065,0.7380897922638094,2.603444037118444,2.5275196423263857
0.8,0.3,0.7,0.0,0.7,0.0,0.0,1.0,0.7,0.038690083244309864,0.8581068216836483,0.7904654036936158,3.114917914078505,2.8860540329120905
0.3,0.9,0.5,1.0,0.2,0.5,0.1,0.2,1.0,0.0870731659676784,0.7638097988719882,0.8051603151396969,1.0071029399081524,0.9309647611515762
0.5,1.0,0.3,0.3,0.6,0.1,0.8,0.1,0.8,1.8381487841103372,-0.6815587566110147,-0.6031958645763728,3.4650741523505166,2.9774618326057216
0.6,0.4,0.6,0.9,0.5,0.4,1.0,0.7,0.2,0.36838517078247157,0.7081646761978718,0.48672067009391695,1.291029200268097,1.0462737187823623
0.0,0.2,0.0,0.5,0.9,1.0,0.4,0.1,0.4,-0.5254975926984752,1.5482936736779753,1.406292009091179,2.75086467648743,2.6585488501601042
0.5,0.2,0.9,0.3,0.1,0.5,1.0,0.1,0.1,1.245367416306492,-0.19584873872352374,-0.34226797408627074,4.348669339714795,4.112228778533133
0.7,0.1,0.2,0.6,0.0,0.7,0.7,0.4,0.3,-0.2216177247678381,1.339522758125605,1.1582631708252065,2.5385802168816474,2.300995619415414
0.2,0.7,0.8,0.5,0.2,0.4,0.9,0.2,0.2,0.9108667537977724,0.3960763475835193,0.3015873385760841,2.906207040577215,2.7923420969320225
0.3,0.5,0.9,0.6,0.4,0.9,0.0,0.2,0.8,-0.557601045302311,1.7711376414111426,1.4481845581378427,0.8024085723227398,0.35919646877640793
0.3,1.0,0.7,0.3,0.9,0.2,0.3,0.8,0.8,-0.42349715695675666,1.3609139370210737,1.4127008922103717,3.0640889423903697,2.756359982829667
0.0,0.2,0.6,1.0,0.8,0.3,0.6,1.0,0.4,0.028777007073999217,0.7935628166515877,0.5960977079389699,2.2115478135873508,2.0767751636275698
0.9,0.7,0.6,0.3,0.2,0.9,1.0,0.1,0.5,-1.022039023622932,1.791013463047665,1.8220147314858757,4.276086527496114,3.92134896252915
0.5,1.0,0.6,0.9,0.4,0.6,0.7,0.8,0.5,-1.5822807299488273,2.5054620453426417,2.2702014558380115,0.8766813659856514,0.614260098356472
0.7,0.2,1.0,0.5,0.3,0.4,0.5,0.9,1.0,1.3296653102922626,-0.26907409851584996,-0.44575046567832227,2.5834895795024964,2.251210425346115
0.2,0.4,0.0,1.0,1.0,0.3,1.0,0.5,0.2,1.134005750980802,-0.06962761976799557,-0.13842643080280836,2.354116469957755,2.271872456653428
1.0,0.6,0.2,0.8,0.0,0.2,0.6,0.4,0.8,1.0738479993057313,0.03808573280434713,-0.19454483770553738,2.6122648484726683,2.2666395297036237
0.4,0.3,0.4,0.9,0.8,0.3,0.5,0.2,0.0,1.6970246240394264,-0.6616072852502943,-0.5832673897022655,2.143990424835398,1.982936310899908
0.7,0.9,0.8,0.1,0.4,0.6,0.1,0.6,0.9,0.1728112631664899,1.1174193111195294,0.7677104762955175,1.9826677294083648,1.935061910102989
0.3,0.4,0.3,0.7,0.3,0.8,1.0,0.3,0.4,0.28256313668776545,0.7042193115821052,0.6353545407876687,0.7193317622140223,0.3995828288541294
0.4,0.4,1.0,0.6,0.3,0.0,0.4,1.0,0.6,1.33137736550205,-0.2626712478422787,-0.3262963972644469,2.0511750149051964,1.8359831379987057
1.0,0.4,0.9,0.3,0.0,0.6,0.2,0.9,0.2,-0.041938160500286516,1.1772854828876729,0.9657092493700795,4.626249009754768,4.73497774086675
0.9,0.0,1.0,0.1,0.2,0.4,0.6,0.0,0.6,1.6823660849181863,-0.5425902496326858,-0.6938361486327327,3.2039357874304386,3.0745172476918574
0.0,0.0,1.0,0.2,0.6,0.4,1.0,1.0,0.1,1.4657106271592775,-0.568060956170126,-0.5821489048231376,3.576312300540645,3.050868346384203
0.5,0.8,0.2,0.2,0.6,0.5,0.1,0.2,0.7,0.7299546573693736,0.37140562632350743,0.18854889904932964,2.22816525052794,2.0408846119776314
0.6,0.7,0.4,0.5,0.7,0.2,0.3,0.7,0.4,0.9910058302343586,0.18630169048379996,-0.11514850287512124,2.325339169318295,2.0813452689410883
0.1,0.5,1.0,0.8,0.3,1.0,0.1,0.0,0.8,-0.7605438901094582,1.7502994375621013,1.8153941097907136,0.6834680934501173,0.45040597065342736
0.8,0.4,0.4,0.2,0.6,0.8,0.5,0.7,0.7,0.20394733101208495,0.9402338504507742,0.885744594638465,2.5087132898046383,2.2969386029365144
1.0,0.9,0.7,1.0,1.0,1.0,0.8,0.8,0.9,-1.534652700485792,2.402644788974513,2.3023744549463583,3.129777798636045,3.107241426478836
0.4,0.9,0.6,0.2,0.3,1.0,0.4,0.3,0.5,-2.13300059764371,3.0384102057013447,2.7779247113358325,1.8099184490438684,1.544271251702892
0.2,0.6,0.9,0.6,0.0,0.4,0.7,0.3,0.7,0.1357142167937126,0.8997105949017632,0.848622457129682,2.5914952124045896,2.370635529934899
0.6,0.5,0.0,0.2,1.0,0.9,0.9,0.3,0.2,-1.0866389900312312,1.893420661098121,1.9595580461307267,3.3951729587045727,3.3180661083865934
0.5,0.1,0.7,0.9,0.8,0.7,0.3,0.1,0.7,-1.0340280720718111,1.964080082347876,1.8000713706224634,1.8786482858030553,1.693942700536846
0.3,0.7,0.9,0.3,0.8,1.0,0.7,0.4,0.9,-1.1186518469448126,2.0302238431923825,1.9957191460371482,4.008707119138203,3.563191793105022
0.8,0.9,1.0,0.5,0.6,0.0,0.3,0.3,0.5,0.3822727053784866,0.6349355853899963,0.4526346776603801,2.638426677695633,2.6520647756843916
0.1,0.8,1.0,0.5,0.2,0.3,1.0,0.3,0.7,0.6310597386361505,0.020764713442062932,0.1000054252608492,2.3414811205897204,2.2125977489716964
0.6,0.8,0.7,1.0,1.0,0.8,0.2,0.7,0.7,-1.0115051211697934,2.1796324404609106,2.021057411658441,1.5432853191085083,1.1581310806728895
0.8,0.7,0.2,0.3,0.7,0.0,1.0,0.4,0.0,1.2025758426018176,-0.09154672999013257,-0.2900635013669054,4.509175373120486,4.597193514236341
0.8,1.0,0.9,1.0,0.4,0.2,0.7,0.8,0.3,1.1268065979495219,0.030834727783576675,-0.010730954183264002,1.3252369407114366,1.4368863910820646
0.4,0.0,0.7,1.0,0.7,0.9,0.8,0.7,0.1,-0.954474400801223,2.112922028658065,1.3778476452374115,1.9173656020458973,1.7048128558359974
0.4,0.8,0.3,0.9,0.4,0.2,0.9,0.0,0.1,1.8649921333587316,-1.0796494488372979,-1.107575298946811,0.874834090974472,0.7034344335273338
0.2,1.0,0.8,0.3,0.6,0.9,0.7,0.8,0.6,-1.785559591245474,2.5946559910534477,2.6947456322095835,2.6691672173519736,2.480740767809548
0.9,0.9,0.9,0.8,0.2,0.1,0.6,0.4,0.9,0.8906318499021141,0.005184127793154469,0.02274226167874721,2.6635463930714303,2.069039620143616
1.0,0.3,0.1,0.3,0.6,1.0,0.5,0.4,0.9,-0.25114800612897165,1.3486330352956053,1.2041348211399772,3.324562787770484,3.192372522162897
0.6,0.8,1.0,0.4,0.0,1.0,0.3,0.9,0.3,-1.349583404536967,2.3375562167001425,2.5162772281022474,4.05587030238671,3.8218662392386813
0.8,0.2,0.8,0.7,0.4,0.6,0.4,0.7,0.5,0.23759657143453333,0.8755053592174096,0.7086542736526696,0.9751458984502575,0.8055981713189799
0.5,0.4,0.7,0.7,0.2,1.0,1.0,0.8,0.1,-1.7428136961567642,2.5322630309075183,2.537527879380245,2.3982822962612604,2.213974115143491
0.7,0.1,1.0,0.5,0.1,0.8,0.1,0.2,0.2,-0.38117399318463896,1.1215038530050854,1.180442281943922,2.535140894145958,2.34979988051192
0.0,1.0,0.3,1.0,1.0,0.3,0.4,0.7,0.7,1.7093402932573925,-0.8348857852869617,-0.8687197743495051,1.2649680572305653,0.8505874250730101
0.3,0.7,0.6,0.5,0.7,0.2,0.7,0.5,1.0,0.016185967352539243,1.0893835432833001,0.9044928080647195,2.940238130524807,2.8054629973739114
0.5,0.8,0.7,0.1,0.4,1.0,0.2,0.1,0.4,-1.139587391276644,2.358850046208312,2.0979859839659984,1.9096570245007343,1.8805500283495593
0.7,0.6,0.4,0.1,0.3,0.0,0.1,0.4,0.0,1.1267340714346976,-0.08731653918260054,-0.24676405408323757,2.246548711451931,2.2528091608045155
0.0,0.2,0.4,1.0,0.8,0.7,0.3,0.1,1.0,0.9210695016143201,0.0796094393175156,-0.0071102199039070405,1.517400693922474,1.4242406646739045
0.0,0.5,1.0,0.7,0.1,1.0,0.4,0.8,0.4,-1.1173235482965886,2.4590228808648362,2.034452874893113,2.035507389982237,1.7700378941597492
0.2,0.1,0.3,0.1,0.7,0.7,0.0,0.7,0.2,0.6049964893261746,0.31700220779558796,0.2806500897216905,1.6379531766773348,1.5200516635538777
1.0,0.3,0.4,0.0,0.4,0.4,0.4,0.4,0.2,1.9155370552398774,-0.8487054646792473,-0.9509178803657605,2.0249397840769436,1.8076701126973105
0.2,0.4,0.3,0.0,0.2,0.3,0.5,0.1,0.0,2.508256775203446,-1.3991393112961437,-1.5808555602280538,2.38897207446259,2.022363775743069
0.9,0.3,0.8,0.6,0.7,0.0,0.8,0.0,0.4,1.0119763376087418,0.11275036551231422,-0.036163571718505844,3.6747237387320246,3.5828779289920165
0.8,0.8,0.3,1.0,0.1,0.2,1.0,0.7,0.6,1.7952547604142945,-0.7120074964921922,-0.9571816259358074,2.475174262361443,2.268589328226009
0.7,0.3,0.0,0.3,0.3,0.3,0.1,0.2,0.0,1.5195760784701133,-0.28239284101241163,-0.344965855201275,2.1047790185133817,1.9231634105823086
0.3,0.7,0.5,0.8,0.0,0.4,0.1,0.4,1.0,-0.2548266326323826,1.3047049598866212,1.178950346111052,1.4796291040446827,1.144400194534817
0.6,0.8,0.8,0.0,0.0,0.6,0.6,0.8,0.9,-0.7074399256119654,1.6676989974914675,1.752425761450868,3.4264981329409014,3.104323674331061
0.3,0.9,1.0,0.7,0.1,0.0,0.3,0.1,0.9,1.0707016825553102,-0.14205612140320983,-0.1472228431815038,2.6064597485206322,2.4244873625409125
0.3,0.9,0.3,0.2,0.6,0.1,0.7,0.3,0.7,1.1362201725137455,-0.20961414225453642,-0.33652949669326476,2.234697432131331,2.296202854260484
0.0,0.3,0.3,0.8,0.9,0.0,0.9,0.5,0.3,2.3916617232772706,-1.5295447708558123,-1.489282053197569,2.779217149260275,2.4998508367977044
0.4,0.4,1.0,0.0,0.8,0.8,0.7,0.8,1.0,-0.3999077791635477,1.0688382482455068,1.1551289565791816,3.1264791936637426,3.0174538817937235
0.3,0.2,1.0,0.3,0.1,0.9,0.9,0.4,0.5,-0.37052059522712444,1.4699519475074563,1.4199564791867227,3.6087460934786417,3.2002052087824815
0.9,0.4,0.8,0.6,0.5,0.0,0.8,0.6,0.6,1.3693130158606597,-0.49455443463527365,-0.4648196297084722,2.773254951926601,2.6425962892431594
0.8,0.6,1.0,0.4,0.0,0.4,0.5,0.4,0.9,0.44237004374310895,0.6302277119647537,0.6424392509618763,3.882178475070441,3.8410337209560734
0.2,0.0,0.2,0.3,0.6,0.8,0.7,0.2,0.1,0.6942870918732966,0.12496024746984452,0.0477749756610253,2.238151728945632,2.1028483671991145
0.3,0.1,0.2,0.2,0.3,0.9,0.2,0.6,1.0,0.969164483784122,-0.04238008698372285,-0.35416836823861697,1.3518394308944608,1.053306726806405
0.2,0.9,0.1,0.1,0.5,0.4,0.8,0.4,0.7,0.29796669956945776,0.6320156661706002,0.5095131764268401,1.9283964244840814,1.7975287892549487
0.2,0.3,0.0,0.5,0.8,0.2,0.9,0.4,0.0,0.3231748237875796,0.44959361230216516,0.46194798964801104,3.3876190381717186,3.347081950530691
0.0,0.3,0.4,0.9,0.6,0.7,0.6,0.8,0.0,0.14801826485203806,0.6465166232386689,0.4985652020676815,1.1178384423778522,1.0467858615313357
0.8,0.0,0.5,0.2,0.0,0.8,0.6,0.1,0.9,0.2941583137280489,0.5167087681468837,0.7144680989357172,3.479453357071327,3.2334558081798184
0.5,0.0,0.0,0.8,0.1,0.3,0.7,0.5,0.1,0.9214211730111839,-0.0669289276641575,0.12350395773869238,2.120016879749235,1.9443564488483656
0.2,0.6,0.3,0.2,0.1,0.8,0.6,0.5,1.0,0.5680457647194803,0.4617689486862834,0.6777869162248147,3.049002831577847,2.69576746632222
